time,amplitude
6306.198179144,473.0
6306.218848266,441.0
6306.238697013,423.0
6306.259165632,421.0
6306.279653712,432.0
6306.300222138,453.0
6306.321286161,467.0
6306.341222764,479.0
6306.361635915,488.0
6306.38233255,493.0
6306.402878279,492.0
6306.42310392,482.0
6306.443785643,468.0
6306.464275915,457.0
6306.480485574,454.0
6306.501004984,451.0
6306.521780214,442.0
6306.542115269,434.0
6306.562546839,425.0
6306.582735331,423.0
6306.603585577,435.0
6306.623977339,462.0
6306.644450042,513.0
6306.665079236,578.0
6306.686038385,620.0
6306.686265721,632.2606843011279
6306.687118591,636.6386149303648
6306.705815133,660.0
6306.726388318,710.0
6306.746901511,728.0
6306.767127896,705.0
6306.787622434,657.0
6306.803962973,609.0
6306.824450989,594.0
6306.844926889,530.0
6306.865614407,471.0
6306.88645544,432.0
6306.906421703,415.0
6306.926972522,400.0
6306.947493883,404.0
6306.967856235,427.0
6306.988606683,449.0
6307.008689879,467.0
6307.029181461,482.0
6307.049824539,488.0
6307.07063082,491.0
6307.086924339,487.0
6307.107219524,489.0
6307.127506106,477.0
6307.148274167,462.0
6307.168757676,454.0
6307.189081957,442.0
6307.209556759,438.0
6307.229857302,432.0
6307.250449836,435.0
6307.271201057,454.0
6307.291462039,494.0
6307.312107067,555.0
6307.33256792,617.0
6307.332697111,654.0116151882837
6307.332818258,672.9141114383801
6307.353320152,692.0
6307.373292919,717.0
6307.393819913,713.0
6307.410321121,686.0
6307.430713601,660.0
6307.451054622,621.0
6307.471852645,577.0
6307.492353654,535.0
6307.512487398,499.0
6307.533026395,477.0
6307.553922695,464.0
6307.574143808,453.0
6307.594700513,453.0
6307.615157043,459.0
6307.63538798,474.0
6307.656192277,484.0
6307.67629754,491.0
6307.696727705,493.0
6307.71339572,489.0
6307.733656201,495.0
6307.754778548,490.0
6307.774632817,479.0
6307.795525266,464.0
6307.815817308,446.0
6307.836084681,444.0
6307.856536298,440.0
6307.877102551,442.0
6307.897487634,447.0
6307.918222184,480.0
6307.938729166,523.0
6307.938869713,538.426647688973
6307.938943365,554.0944757846368
6307.959163389,605.0
6307.979439712,703.0
6308.0001781,761.0
6308.02057074,775.0
6308.036965879,748.0
6308.057260879,713.0
6308.078215631,660.0
6308.098174758,608.0
6308.118890992,556.0
6308.139374633,516.0
6308.160318863,501.0
6308.180122686,465.0
6308.200724752,430.0
6308.221553496,412.0
6308.241648206,421.0
6308.26230152,436.0
6308.282781548,448.0
6308.303170531,468.0
6308.323777042,485.0
6308.340145909,498.0
6308.360792597,513.0
6308.381267897,502.0
6308.401244569,489.0
6308.422299871,465.0
6308.442232247,452.0
6308.462688913,447.0
6308.483414366,433.0
6308.503947389,424.0
6308.524456283,428.0
6308.545521331,443.0
6308.565511391,488.0
6308.585637982,562.0
6308.606582804,618.0
6308.606807669,636.4562335934678
6308.606908783,643.9690410464887
6308.626598292,676.0
6308.643694617,745.0
6308.66348295,786.0
6308.683871721,765.0
6308.704454822,715.0
6308.724920653,657.0
6308.745245479,602.0
6308.766041752,565.0
6308.786588582,500.0
6308.807424313,450.0
6308.827219987,419.0
6308.848340007,410.0
6308.868428213,409.0
6308.889223227,426.0
6308.909329434,451.0
6308.929516284,467.0
6308.946002237,477.0
6308.966665071,493.0
6308.987190971,497.0
6309.007660555,500.0
6309.028282783,485.0
6309.048790559,475.0
6309.068989859,459.0
6309.089560821,441.0
6309.109758461,438.0
6309.13041456,434.0
6309.151052116,424.0
6309.171495653,430.0
6309.191871603,448.0
6309.212442548,486.0
6309.232886464,543.0
6309.249391017,622.0
6309.253733661,652.039630918444
6309.253897841,655.2393838595191
6309.269983798,679.0
6309.290098585,743.0
6309.310587514,768.0
6309.330994498,739.0
6309.351759948,697.0
6309.372206794,637.0
6309.392700566,609.0
6309.412881664,555.0
6309.433442449,486.0
6309.454049892,434.0
6309.474572896,407.0
6309.494803739,397.0
6309.51555327,401.0
6309.535993213,423.0
6309.556221685,452.0
6309.572836244,486.0
6309.593735444,507.0
6309.613888725,509.0
6309.634053812,502.0
6309.654791575,494.0
6309.675305866,480.0
6309.695536888,467.0
6309.716255034,457.0
6309.736451847,446.0
6309.757163376,440.0
6309.777414533,435.0
6309.79790718,421.0
6309.819063785,424.0
6309.839048721,453.0
6309.859940275,516.0
6309.876585961,586.0
6309.896418065,654.0
6309.896727541,680.8608977136066
6309.900303373,686.5439228872773
6309.916926492,703.0
6309.937353097,739.0
6309.958347041,727.0
6309.97810785,694.0
6309.999021361,651.0
6310.01927176,602.0
6310.039793035,560.0
6310.060009113,528.0
6310.081001412,493.0
6310.100978364,466.0
6310.122009035,449.0
6310.142086372,434.0
6310.1626858,439.0
6310.178841806,457.0
6310.199671541,486.0
6310.220271098,500.0
6310.240476485,507.0
6310.260928778,498.0
6310.281437537,491.0
6310.301928043,474.0
6310.32235141,462.0
6310.342732749,457.0
6310.363119758,454.0
6310.383831829,447.0
6310.404418538,442.0
6310.425148381,441.0
6310.445225573,437.0
6310.465641283,442.0
6310.481862402,472.0
6310.502699676,522.0
6310.502828865,531.505134673801
6310.507018225,528.8606215064316
6310.523680503,572.0
6310.54387148,686.0
6310.563801407,769.0
6310.584259907,803.0
6310.604740767,784.0
6310.625823824,738.0
6310.645860594,686.0
6310.666207853,631.0
6310.686689614,584.0
6310.707277804,542.0
6310.727605442,520.0
6310.748381315,497.0
6310.768801809,458.0
6310.789207133,427.0
6310.805658574,422.0
6310.826426389,438.0
6310.846407213,447.0
6310.86704808,456.0
6310.887701998,474.0
6310.908144191,482.0
6310.928301112,483.0
6310.948936787,478.0
6310.969307535,470.0
6310.990008223,464.0
6311.010554991,457.0
6311.030795063,450.0
6311.051204743,440.0
6311.072314721,436.0
6311.088712668,434.0
6311.109028479,448.0
6311.129184424,444.0
6311.149742924,457.0
6311.170220949,497.0
6311.191008072,583.0
6311.211015499,643.0
6311.211149754,666.3326408988795
6311.211275878,678.8571686565504
6311.23167914,712.0
6311.251909349,775.0
6311.272430492,800.0
6311.293118844,780.0
6311.31336262,730.0
6311.334030116,669.0
6311.354646001,621.0
6311.375168616,565.0
6311.395185374,498.0
6311.411689395,452.0
6311.43208338,434.0
6311.452615349,425.0
6311.473381015,418.0
6311.493528152,425.0
6311.514168812,444.0
6311.534462589,465.0
6311.555175094,490.0
6311.575602554,503.0
6311.59591129,494.0
6311.616640827,483.0
6311.637090391,472.0
6311.657661861,455.0
6311.677782935,450.0
6311.698868341,442.0
6311.715024311,446.0
6311.735466896,448.0
6311.755612381,432.0
6311.776533164,416.0
6311.796827656,420.0
6311.817678835,430.0
6311.837580625,467.0
6311.859166198,525.0
6311.878773181,602.0
6311.899130283,678.0
6311.899568467,716.2858922321725
6311.89974052,732.9903400162334
6311.919501306,745.0
6311.939992755,759.0
6311.960482104,746.0
6311.981127984,705.0
6312.00140773,652.0
6312.021734355,597.0
6312.03885741,557.0
6312.058982083,532.0
6312.079470886,499.0
6312.100205761,471.0
6312.120397739,457.0
6312.141201752,450.0
6312.161124523,450.0
6312.181709487,459.0
6312.202054996,470.0
6312.223066025,480.0
6312.243685392,492.0
6312.263549931,487.0
6312.284542493,479.0
6312.304467769,480.0
6312.325615707,469.0
6312.342281152,463.0
6312.361962957,466.0
6312.382340191,458.0
6312.402876728,448.0
6312.423791922,437.0
6312.44393706,422.0
6312.464765077,413.0
6312.485095441,434.0
6312.505484293,480.0
6312.525699873,530.0
6312.525831153,544.711092068727
6312.525905463,555.1403997164483
6312.546128849,604.0
6312.566817351,708.0
6312.587381359,784.0
6312.607739975,801.0
6312.628299686,772.0
6312.644418561,727.0
6312.665136739,685.0
6312.685419394,625.0
6312.705839832,567.0
6312.726462559,512.0
6312.747047187,497.0
6312.767540084,462.0
6312.787762082,437.0
6312.809117159,419.0
6312.828719802,420.0
6312.84917034,434.0
6312.869965852,453.0
6312.890271205,474.0
6312.911190262,494.0
6312.931229135,499.0
6312.947697054,490.0
6312.968321639,492.0
6312.988659443,488.0
6313.008933382,473.0
6313.030247019,461.0
6313.05022702,454.0
6313.070665367,434.0
6313.090862695,430.0
6313.111641505,429.0
6313.131832092,453.0
6313.152733483,502.0
6313.173574751,574.0
6313.193599099,643.0
6313.194030253,675.8309744091682
6313.194130099,688.6688760353209
6313.213746141,712.0
6313.234284145,756.0
6313.254634583,764.0
6313.271261258,754.0
6313.29191538,716.0
6313.312260079,668.0
6313.332713057,607.0
6313.353012036,566.0
6313.373929954,535.0
6313.394243079,504.0
6313.414454959,482.0
6313.435342875,466.0
6313.455405216,472.0
6313.476173083,477.0
6313.496406231,487.0
6313.517134586,490.0
6313.537488965,491.0
6313.553897394,490.0
6313.574353207,504.0
6313.594863924,504.0
6313.61535633,501.0
6313.635587593,480.0
6313.656102573,465.0
6313.677033525,459.0
6313.697168143,449.0
6313.717777642,439.0
6313.738007871,430.0
6313.759353969,431.0
6313.778951839,442.0
6313.799717883,473.0
6313.819942321,517.0
6313.820052941,525.6265952982178
6313.820142485,528.7583161322252
6313.84043549,578.0
6313.861262402,691.0
6313.877457013,768.0
6313.897700272,805.0
6313.918436537,794.0
6313.939167317,741.0
6313.959201965,687.0
6313.979624727,631.0
6314.000390169,580.0
6314.020890889,540.0
6314.041135188,521.0
6314.06156921,494.0
6314.082303142,457.0
6314.102552763,431.0
6314.123186729,427.0
6314.143751709,425.0
6314.163788682,439.0
6314.18033625,462.0
6314.201025838,489.0
6314.22150991,497.0
6314.241993161,496.0
6314.262436926,486.0
6314.282864743,479.0
6314.303172497,466.0
6314.323953366,453.0
6314.345012865,444.0
6314.364657635,437.0
6314.385353554,431.0
6314.405659121,430.0
6314.426081868,434.0
6314.446730542,447.0
6314.467339356,486.0
6314.483615811,546.0
6314.504231672,617.0
6314.504409396,639.6439504891988
6314.508492945,635.745033820373
6314.524401103,646.0
6314.545135832,686.0
6314.565362093,683.0
6314.585773192,663.0
6314.606536681,624.0
6314.626737967,589.0
6314.647227053,557.0
6314.668145067,526.0
6314.688613946,498.0
6314.709039312,471.0
6314.729675776,455.0
6314.750030726,452.0
6314.770307309,453.0
6314.790469193,461.0
6314.80718257,480.0
6314.82765975,493.0
6314.848100347,491.0
6314.868634177,482.0
6314.888877836,472.0
6314.909391247,458.0
6314.930286162,454.0
6314.950635899,461.0
6314.971094568,452.0
6314.991261404,444.0
6315.011768305,445.0
6315.032434592,441.0
6315.052685214,439.0
6315.073460304,441.0
6315.089740347,463.0
6315.110044283,499.0
6315.130612387,518.0
6315.130719861,525.8609771960796
6315.134986212,540.8854364816632
6315.151250384,580.0
6315.171534917,639.0
6315.192813101,653.0
6315.21250208,647.0
6315.232938299,626.0
6315.253686426,585.0
6315.274124866,550.0
6315.294813354,519.0
6315.314838987,487.0
6315.335392126,472.0
6315.355770161,455.0
6315.37648858,453.0
6315.396885203,460.0
6315.413624877,467.0
6315.43370264,472.0
6315.454113531,478.0
6315.475463198,472.0
6315.495358344,466.0
6315.515740874,467.0
6315.536011529,466.0
6315.556942833,466.0
6315.577390647,462.0
6315.597400152,453.0
6315.618149826,441.0
6315.638586545,438.0
6315.659195777,438.0
6315.679475867,435.0
6315.695794265,436.0
6315.716196079,454.0
6315.736680622,467.0
6315.7573929,500.0
6315.778107197,550.0
6315.798166143,593.0
6315.798237967,615.4067830716824
6315.798482221,623.1261280684133
6315.818887098,626.0
6315.839070914,630.0
6315.860516657,624.0
6315.88025832,601.0
6315.900479137,576.0
6315.92138934,538.0
6315.94258536,507.0
6315.962150678,490.0
6315.982725207,477.0
6316.002896012,469.0
6316.019464871,466.0
6316.039848053,474.0
6316.06031618,471.0
6316.080763021,468.0
6316.101635397,467.0
6316.122052855,466.0
6316.142635284,467.0
6316.162762523,467.0
6316.183396321,474.0
6316.203644819,469.0
6316.224395888,458.0
6316.244548269,443.0
6316.265068516,445.0
6316.285766706,441.0
6316.306446763,440.0
6316.322620135,445.0
6316.343024901,461.0
6316.363397252,482.0
6316.38396464,510.0
6316.404641222,543.0
6316.404818979,557.6892367752761
6316.404945357,561.8400735329656
6316.4250307,573.0
6316.445227009,599.0
6316.465902719,616.0
6316.486430433,610.0
6316.506639817,588.0
6316.52740715,559.0
6316.54836979,534.0
6316.568381679,512.0
6316.588835643,492.0
6316.609914173,487.0
6316.629596571,479.0
6316.645984513,480.0
6316.66656904,488.0
6316.686907793,481.0
6316.707569089,472.0
6316.728134219,471.0
6316.748399267,468.0
6316.769055009,468.0
6316.789505786,471.0
6316.810148928,467.0
6316.830427323,470.0
6316.850821036,465.0
6316.8714294,452.0
6316.891856567,446.0
6316.912432009,447.0
6316.932762307,448.0
6316.949143632,451.0
6316.969484423,474.0
6316.989989267,495.0
6317.011010074,525.0
6317.031856457,566.0
6317.032113766,587.4721931228432
6317.032183811,592.7860980906437
6317.05166715,598.0
6317.072193809,608.0
6317.092432695,601.0
6317.112936848,577.0
6317.133443093,553.0
6317.153843163,529.0
6317.17444815,510.0
6317.194764195,489.0
6317.215515807,478.0
6317.235895405,472.0
6317.256294021,467.0
6317.27287949,474.0
6317.293069697,480.0
6317.31398174,479.0
6317.334241358,479.0
6317.354647639,476.0
6317.375183649,469.0
6317.395829965,464.0
6317.416289935,457.0
6317.436522302,457.0
6317.456857142,460.0
6317.477429481,470.0
6317.498362298,462.0
6317.518341337,453.0
6317.53901071,456.0
6317.555194591,448.0
6317.57622358,462.0
6317.596205281,479.0
6317.616642539,510.0
6317.637167728,532.0
6317.637288725,542.6054528833628
6317.637404611,547.5412675008038
6317.657835069,563.0
6317.678160034,591.0
6317.69877583,601.0
6317.719336676,587.0
6317.739536648,565.0
6317.760338831,545.0
6317.780480083,527.0
6317.800899982,507.0
6317.821419598,489.0
6317.842857806,478.0
6317.862358224,465.0
6317.882990137,467.0
6317.89936494,468.0
6317.920006402,476.0
6317.940499969,475.0
6317.960713997,473.0
6317.98138842,472.0
6318.001685247,475.0
6318.022123079,475.0
6318.043091283,472.0
6318.063288434,475.0
6318.08359334,477.0
6318.103993047,473.0
6318.124839233,475.0
6318.14490326,466.0
6318.165336983,458.0
6318.181946766,466.0
6318.202629621,482.0
6318.223056079,486.0
6318.2434966,499.0
6318.263794009,526.0
6318.26411399,541.0114075080493
6318.264205709,547.9952963282399
6318.284202626,562.0
6318.304658889,588.0
6318.325929836,595.0
6318.345634638,588.0
6318.366107426,567.0
6318.386851255,551.0
6318.407298809,529.0
6318.428012405,514.0
6318.448048939,496.0
6318.46846489,483.0
6318.489146803,473.0
6318.505606411,477.0
6318.526075643,494.0
6318.546869591,489.0
6318.567314087,485.0
6318.587570709,484.0
6318.607928043,482.0
6318.628347403,481.0
6318.649376606,483.0
6318.669418954,484.0
6318.689909012,484.0
6318.710139139,480.0
6318.730637286,477.0
6318.751118158,477.0
6318.771575614,468.0
6318.787985025,458.0
6318.809219348,469.0
6318.829180935,465.0
6318.84963127,473.0
6318.870282532,496.0
6318.890618081,519.0
6318.911188828,558.0
6318.91131962,578.272368920802
6318.911409755,583.8352236341897
6318.931586876,591.0
6318.952400719,605.0
6318.972408442,603.0
6318.992805775,585.0
6319.013538797,569.0
6319.034019148,552.0
6319.054303606,535.0
6319.075089367,522.0
6319.095411924,510.0
6319.111586287,504.0
6319.132236599,504.0
6319.152776526,483.0
6319.173016047,478.0
6319.193688639,481.0
6319.214176841,489.0
6319.234706881,494.0
6319.255334793,501.0
6319.275696927,496.0
6319.295837224,490.0
6319.316586571,488.0
6319.337325075,480.0
6319.35766155,474.0
6319.378054744,472.0
6319.398659659,472.0
6319.415377586,469.0
6319.435492782,476.0
6319.455627401,471.0
6319.476500202,468.0
6319.496873468,470.0
6319.51714893,479.0
6319.537873689,500.0
6319.558097386,528.0
6319.558468589,544.5667152073911
6319.558572918,557.4690330538505
6319.578465705,582.0
6319.599518843,618.0
6319.619670538,618.0
6319.640336728,613.0
6319.660777858,591.0
6319.680823395,575.0
6319.701429599,550.0
6319.722007192,530.0
6319.738259142,520.0
6319.758898388,513.0
6319.779327712,499.0
6319.799980196,488.0
6319.820597354,478.0
6319.840848588,478.0
6319.861331145,487.0
6319.881849625,490.0
6319.902334247,496.0
6319.922836067,489.0
6319.943233659,491.0
6319.96348617,491.0
6319.983955658,486.0
6320.004378955,483.0
6320.025516633,487.0
6320.041322655,490.0
6320.061756461,494.0
6320.082336359,488.0
6320.103750082,481.0
6320.123721271,477.0
6320.143911634,471.0
6320.164193718,465.0
6320.184922313,460.0
6320.205131827,458.0
6320.226159825,480.0
6320.24610336,516.0
6320.266875728,539.0
6320.26733435,541.5022318520763
6320.26742357,544.8280118665846
6320.28721912,575.0
6320.307732055,635.0
6320.328281894,653.0
6320.348375667,645.0
6320.364855912,619.0
6320.385370878,597.0
6320.406084922,564.0
6320.426925979,547.0
6320.447059656,511.0
6320.467458037,476.0
6320.48776495,457.0
6320.508502437,451.0
6320.528677634,455.0
6320.549718783,462.0
6320.569933939,475.0
6320.590118609,491.0
6320.61121679,500.0
6320.631022529,504.0
6320.647477263,502.0
6320.667907929,509.0
6320.688613644,510.0
6320.709160062,503.0
6320.729549526,492.0
6320.749831433,481.0
6320.770670721,474.0
6320.791291673,468.0
6320.811634607,463.0
6320.831717944,459.0
6320.852289195,467.0
6320.872683507,473.0
6320.893232256,483.0
6320.913852869,509.0
6320.934075006,539.0
6320.950535896,556.0
6320.954613802,556.1811344793207
6320.954686269,560.3135152311503
6320.970991435,590.0
6320.992007378,648.0
6321.011913911,670.0
6321.032471648,663.0
6321.053142879,632.0
6321.07372034,595.0
6321.093841187,559.0
6321.114362357,554.0
6321.135135514,521.0
6321.155368421,484.0
6321.175951621,461.0
6321.196566674,458.0
6321.216784251,454.0
6321.237483364,453.0
6321.25760782,468.0
6321.274248351,500.0
6321.295085711,518.0
6321.315011961,518.0
6321.335640331,507.0
6321.35598549,504.0
6321.376465924,504.0
6321.397038071,496.0
6321.417434568,483.0
6321.438109931,477.0
6321.458422779,476.0
6321.478998909,477.0
6321.499348113,476.0
6321.520121773,473.0
6321.540884617,470.0
6321.561047474,471.0
6321.577417411,482.0
6321.597672397,503.0
6321.618134083,524.0
6321.638595749,553.0
6321.659688767,580.0
6321.659833187,597.9283046013558
6321.659911874,611.5375509731308
6321.679610487,624.0
6321.700070729,637.0
6321.720748107,639.0
6321.741582858,625.0
6321.761560528,600.0
6321.781936457,570.0
6321.802465893,554.0
6321.822897321,532.0
6321.843424491,514.0
6321.863810493,509.0
6321.884242908,506.0
6321.900744037,507.0
6321.921182937,513.0
6321.941943508,507.0
6321.962178898,505.0
6321.982599604,506.0
6322.003091291,509.0
6322.023625862,507.0
6322.044664027,503.0
6322.064574435,507.0
6322.085090957,492.0
6322.085176383,484.1836490715981
6322.085247901,486.3528142685252
6322.105486425,492.0
6322.126473222,496.0
6322.146650217,499.0
6322.166959703,497.0
6322.187808454,491.0
6322.207833033,484.0
6322.224772451,489.0
6322.244908749,489.0
6322.265226321,479.0
6322.285758408,471.0
6322.306452921,481.0
6322.327085209,501.0
6322.347311929,538.0
6322.367714322,577.0
6322.367819503,593.7989807077003
6322.367899472,601.4211444416319
6322.388324573,618.0
6322.408600702,646.0
6322.429074417,643.0
6322.449799123,626.0
6322.470062962,610.0
6322.490543897,587.0
6322.510933164,556.0
6322.527387862,527.0
6322.54791912,526.0
6322.568326813,518.0
6322.5891707,508.0
6322.609620734,506.0
6322.630227103,499.0
6322.65022873,492.0
6322.670969681,491.0
6322.691525093,494.0
6322.711776228,502.0
6322.732158674,503.0
6322.75262448,510.0
6322.773232256,514.0
6322.793926086,513.0
6322.814030582,500.0
6322.830420885,489.0
6322.850927327,497.0
6322.871665202,492.0
6322.891881166,486.0
6322.912349615,484.0
6322.932957345,476.0
6322.953419017,472.0
6322.97420544,479.0
6322.99462487,490.0
6323.014770581,517.0
6323.035405727,537.0
6323.035507214,541.6484440445209
6323.035589113,547.9011068781853
6323.055965084,578.0
6323.07627351,641.0
6323.096984511,677.0
6323.117169591,689.0
6323.137575066,675.0
6323.154146504,650.0
6323.174786782,624.0
6323.195202453,584.0
6323.215676976,544.0
6323.23592071,533.0
6323.257016727,503.0
6323.277277147,470.0
6323.29739512,452.0
6323.318524634,449.0
6323.338595347,461.0
6323.358854428,484.0
6323.379528277,498.0
6323.399875731,505.0
6323.420734956,512.0
6323.440586239,512.0
6323.45764273,517.0
6323.477822933,527.0
6323.498352931,512.0
6323.518557525,492.0
6323.539646533,476.0
6323.559679675,463.0
6323.579955033,467.0
6323.600426807,467.0
6323.621156772,468.0
6323.641724538,481.0
6323.662099983,515.0
6323.682887896,561.0
6323.702868687,605.0
6323.703214644,629.5269392195308
6323.703286974,644.3732384722238
6323.723592644,664.0
6323.743772077,692.0
6323.764444987,692.0
6323.780651339,673.0
6323.801181501,646.0
6323.821925264,605.0
6323.842068072,574.0
6323.862589762,545.0
6323.883088076,521.0
6323.903584013,503.0
6323.924307094,502.0
6323.944465454,504.0
6323.965267924,505.0
6323.985722904,508.0
6324.006430717,507.0
6324.026657866,515.0
6324.046788271,524.0
6324.063581719,521.0
6324.084201865,513.0
6324.088112217,509.93256212755745
6324.088263966,512.3587740835227
6324.104500392,518.0
6324.12479827,524.0
6324.145937391,514.0
6324.166296405,501.0
6324.186468399,489.0
6324.206955632,480.0
6324.227159783,471.0
6324.247673111,465.0
6324.268142363,461.0
6324.288563787,467.0
6324.309295228,483.0
6324.330089125,515.0
6324.349998381,564.0
6324.370481535,609.0
6324.370633182,630.8189602890053
6324.370756381,639.207283830427
6324.390893562,659.0
6324.41128954,697.0
6324.427831549,704.0
6324.448586359,697.0
6324.469043466,666.0
6324.489513921,621.0
6324.509757084,577.0
6324.530957111,550.0
6324.55127128,531.0
6324.571385761,525.0
6324.591866265,510.0
6324.612651651,496.0
6324.632603576,495.0
6324.653025542,502.0
6324.673767964,505.0
6324.693959705,514.0
6324.710628843,523.0
6324.73113613,531.0
6324.751502525,524.0
6324.772160342,513.0
6324.792578703,504.0
6324.812768927,492.0
6324.833808244,481.0
6324.853934608,488.0
6324.874707959,481.0
6324.894956455,472.0
6324.915521488,469.0
6324.936100895,464.0
6324.956408276,466.0
6324.976822767,476.0
6324.997184177,509.0
6325.013837369,555.0
6325.018701945,569.542999668718
6325.018855539,573.7437024945618
6325.038197067,607.0
6325.054442462,686.0
6325.075190052,743.0
6325.095513074,747.0
6325.116394993,723.0
6325.136360936,686.0
6325.15762243,644.0
6325.177696223,604.0
6325.198049741,565.0
6325.218607046,553.0
6325.238991486,520.0
6325.259268014,480.0
6325.279849489,455.0
6325.300228617,444.0
6325.321002421,450.0
6325.337076765,471.0
6325.357870718,500.0
6325.378246335,510.0
6325.398818437,513.0
6325.418972167,511.0
6325.4396094,505.0
6325.460336005,502.0
6325.480692657,495.0
6325.500871574,484.0
6325.521501837,473.0
6325.5421121,462.0
6325.562700903,455.0
6325.583335708,446.0
6325.603346748,441.0
6325.623881426,461.0
6325.640383961,488.0
6325.660826573,534.0
6325.681317266,581.0
6325.701662027,609.0
6325.701808034,608.4025324523285
6325.705783454,604.2886824704353
6325.722320281,633.0
6325.742708908,704.0
6325.763271608,740.0
6325.783667699,741.0
6325.804224076,701.0
6325.824697391,661.0
6325.845216195,610.0
6325.86540102,585.0
6325.886082153,530.0
6325.906511547,474.0
6325.927033949,451.0
6325.947399364,440.0
6325.964193384,448.0
6325.984499264,477.0
6326.004755245,491.0
6326.025706991,499.0
6326.045553976,505.0
6326.066236659,502.0
6326.086807217,501.0
6326.107298614,498.0
6326.127791056,493.0
6326.148261942,487.0
6326.16855702,485.0
6326.189172121,475.0
6326.209760172,463.0
6326.229916909,452.0
6326.246633012,438.0
6326.26675961,447.0
6326.287434423,457.0
6326.308210339,476.0
6326.328212635,513.0
6326.348658416,571.0
6326.369472654,623.0
6326.369630276,651.2215039559576
6326.36978314,664.9678625335836
6326.389656542,684.0
6326.410351768,714.0
6326.430658266,719.0
6326.451119918,703.0
6326.471568734,675.0
6326.492037878,635.0
6326.512763786,603.0
6326.532950549,566.0
6326.553405643,526.0
6326.569837,511.0
6326.590663272,508.0
6326.611315757,492.0
6326.631374271,483.0
6326.652092532,481.0
6326.672548183,485.0
6326.692728649,489.0
6326.713473015,493.0
6326.734362132,497.0
6326.754125763,505.0
6326.775282481,502.0
6326.776606571,502.62211083155137
6326.776703339,503.6222349691094
6326.795297991,497.0
6326.815820975,481.0
6326.836367435,474.0
6326.856513258,465.0
6326.876989217,460.0
6326.897360079,463.0
6326.913862622,456.0
6326.934378628,454.0
6326.95502619,448.0
6326.975314464,448.0
6326.996448693,472.0
6327.016516857,510.0
6327.036906366,566.0
6327.057302599,620.0
6327.057409237,638.1687984157519
6327.057489129,640.958744949259
6327.077998257,663.0
6327.098199936,716.0
6327.118909296,739.0
6327.139229595,725.0
6327.159594883,694.0
6327.180748328,656.0
6327.200719427,623.0
6327.216948821,582.0
6327.237724071,528.0
6327.257955365,475.0
6327.278380154,447.0
6327.299173101,434.0
6327.319353426,432.0
6327.339801537,441.0
6327.360839246,453.0
6327.381112269,472.0
6327.401288978,484.0
6327.422044485,488.0
6327.442206096,486.0
6327.463302422,482.0
6327.48318815,477.0
6327.503760119,467.0
6327.52011087,459.0
6327.540521455,462.0
6327.561544301,451.0
6327.581657643,441.0
6327.601972367,430.0
6327.622816702,422.0
6327.642935525,420.0
6327.66383573,426.0
6327.683881882,445.0
6327.704324139,488.0
6327.724846416,543.0
6327.74536912,608.0
6327.745463242,632.0957904491171
6327.745530875,634.1555597382305
6327.765962825,653.0
6327.786453506,700.0
6327.806719207,717.0
6327.827221159,696.0
6327.843629537,663.0
6327.864238241,622.0
6327.884947146,577.0
6327.905098862,535.0
6327.925542194,504.0
6327.94609832,486.0
6327.966485956,464.0
6327.98705681,451.0
6328.007809833,440.0
6328.028297811,442.0
6328.0484574,457.0
6328.068944216,471.0
6328.089622837,484.0
6328.110059667,486.0
6328.130947133,484.0
6328.14733921,481.0
6328.167189906,478.0
6328.187621725,463.0
6328.208261898,453.0
6328.228935639,452.0
6328.24906442,443.0
6328.269598318,429.0
6328.290053518,419.0
6328.310509628,425.0
6328.331462159,426.0
6328.35144136,429.0
6328.372160252,455.0
6328.392407901,503.0
6328.413448533,565.0
6328.414184852,600.533822996757
6328.414267825,621.4589887181928
6328.433382851,652.0
6328.453964629,701.0
6328.470324681,724.0
6328.491108052,725.0
6328.511507957,693.0
6328.532241014,644.0
6328.552254088,593.0
6328.57290184,540.0
6328.593201254,506.0
6328.613974269,468.0
6328.634221922,456.0
6328.654530753,441.0
6328.675080267,438.0
6328.695643374,444.0
6328.716133227,451.0
6328.736409022,464.0
6328.753022973,468.0
6328.773652928,481.0
6328.793828515,479.0
6328.814305474,473.0
6328.834766066,461.0
6328.855288497,453.0
6328.875768671,451.0
6328.896689779,443.0
6328.916661041,434.0
6328.937326887,426.0
6328.957622238,419.0
6328.978549521,415.0
6328.998803484,413.0
6329.019213592,417.0
6329.039725571,424.0
6329.056331028,456.0
6329.076427612,524.0
6329.097461317,577.0
6329.097664519,591.6348774734029
6329.101257883,598.357219927692
6329.117726162,637.0
6329.137933265,722.0
6329.158427097,763.0
6329.178831396,752.0
6329.200160423,713.0
6329.219931642,658.0
6329.240485588,604.0
6329.26079051,563.0
6329.281227283,539.0
6329.301828305,481.0
6329.322184848,440.0
6329.3426136,408.0
6329.363720662,390.0
6329.379697805,411.0
6329.400072984,433.0
6329.4204329,445.0
6329.441067241,454.0
6329.461394953,464.0
6329.481873524,474.0
6329.502378398,478.0
6329.523078905,467.0
6329.54331575,460.0
6329.564070811,452.0
6329.584279977,445.0
6329.604759714,430.0
6329.625279826,417.0
6329.646238666,410.0
6329.666129404,407.0
6329.683207554,411.0
6329.703046164,427.0
6329.723774947,440.0
6329.744100608,471.0
6329.76505725,529.0
6329.785075752,591.0
6329.785183623,614.26425202135
